id,time,group,OTU.1,OTU.2,OTU.3,OTU.4,OTU.5,OTU.6,OTU.7,OTU.8,OTU.9,OTU.10,OTU.11,OTU.12,OTU.13,OTU.14,OTU.15,OTU.16,OTU.17,OTU.18,OTU.19,OTU.20,OTU.21,OTU.22,OTU.23,OTU.24,OTU.25,OTU.26,OTU.27,OTU.28,OTU.29,OTU.30,OTU.31,OTU.32,OTU.33,OTU.34
s05,6,Case,0.022528581,0.005716207,0.000672495,0.002017485,0,0.001681237,0.252521856,0.001008742,0,0.125756557,0,0.006388702,0,0,0.228312038,0.010087424,0.04270343,0,0,0,0.161062542,0,0,0,0,0.013113652,0.037995965,0.011096167,0.032616005,0.003362475,0.026563551,0,0.000336248,0.014458642
s05,7,Case,0.004964148,0.071152785,0.001654716,0.00551572,0,0.00551572,0.129067843,0.00275786,0.009376724,0.020408163,0,0.00551572,0,0,0.189740761,0.018753447,0.1003861,0,0,0,0.009376724,0,0.000551572,0,0.000551572,0.007722008,0.00275786,0.054605626,0.065637066,0.00551572,0.268063982,0,0,0.020408163
s05,8,Case,0.159231449,0.072879859,0.002650177,0.016121908,0.00110424,0.005521201,0.114840989,0.001325088,0.021201413,0.007729682,0.011042403,0.013250883,0.002871025,0.015238516,0.043065371,0.009496466,0.255962898,0,0,0,0.001766785,0.005521201,0.011042403,0,0.034010601,0.001766785,0.017226148,0.123012368,0.036439929,0.003975265,0.000441696,0,0,0.011263251
s05,9,Case,0.000407332,0.019755601,0.000407332,0.001425662,0,0.001221996,0.158044807,0.001629328,0.000203666,0.03401222,0.004276986,0,0,0,0.027494908,0.003665988,0.334826884,0,0,0,0.174541752,0,0.001832994,0,0.007535642,0.003869654,0.124032587,0.009572301,0.010386965,0,0.065376782,0,0,0.015478615
s05,10,Case,0.010177282,0.041037426,0.003282994,0.004267892,0,0.002954695,0.188115561,0.003282994,0.000328299,0.040709127,0.00558109,0.003282994,0.000328299,0,0.008864084,0,0.240315167,0,0,0,0.000984898,0.000984898,0.00558109,0,0.001641497,0.002954695,0.223243598,0.063033487,0.053841103,0.002626395,0.063361786,0.000328299,0,0.028890348
s05,11,Case,0.028015335,0.049837806,0.003243881,0.007077558,0,0.00678266,0.157475671,0.002064288,0.00176939,0.043644943,0.003833677,0.010026541,0.001179593,0,0.139486877,0.005603067,0.12887054,0,0,0,0.005603067,0.002654084,0,0,0.002359186,0.002359186,0.215570628,0.053376585,0.055735771,0.004128576,0.042170451,0.000589797,0,0.026540843
s05,12,Case,0,0.02062975,0.000361925,0.004343105,0,0.002171553,0.520086862,0.003619254,0.001085776,0.017010496,0,0.002171553,0,0,0,0.006876583,0.184581976,0,0,0,0,0.004343105,0.000723851,0,0,0.010857763,0.131378936,0.03655447,0.018458198,0.000361925,0.020267825,0,0,0.014115092
s06,1,Case,0.026182432,0.01463964,0,0.00365991,0,0.003378378,0.118243243,0.001407658,0.004786036,0.001126126,0.032939189,0,0,0,0.146677928,0.063344595,0.28490991,0,0.002533784,0,0.003096847,0.000563063,0.001407658,0,0.154842342,0.034065315,0.011542793,0.007601351,0.006193694,0,0.054898649,0.000281532,0.005067568,0.01661036
s06,2,Case,0.001104728,0.002209457,0,0.003093239,0,0.001104728,0.085726911,0.001767565,0,0.110030932,0.057666814,0,0,0,0.169907203,0,0.125718073,0,0.000662837,0,0.000883783,0,0.000662837,0,0.35992046,0.010384445,0.005302696,0,0.000883783,0,0.040433054,0.000220946,0.000662837,0.021652673
s06,3,Case,0.045100451,0.016400164,0.000410004,0.002050021,0,0.00697007,0.165231652,0,0.003280033,0.03403034,0.000820008,0,0,0.000410004,0.110291103,0.009840098,0.319393194,0,0.001640016,0,0,0,0.002460025,0,0.106601066,0.035260353,0.000820008,0.008200082,0.013530135,0,0.050430504,0.001640016,0.002050021,0.063140631
s06,4,Case,0.028710247,0.00795053,0,0.005300353,0,0.009275618,0.17270318,0.001325088,0.001766785,0.137809187,0.025176678,0,0,0.001325088,0.184628975,0.009717315,0.184628975,0,0,0,0.008833922,0,0.000441696,0,0.062720848,0.034010601,0,0.021201413,0.003533569,0,0.078180212,0,0.002650177,0.018109541
s06,5,Case,0.009413854,0.006394316,0.001243339,0.003552398,0,0.002131439,0.074422735,0.001065719,0,0.336056838,0.006394316,0,0,0,0.057904085,0,0.055239787,0,0.00053286,0,0.001420959,0,0.00053286,0,0.352575489,0.015275311,0.011012433,0,0.006039076,0,0.03321492,0.00035524,0.00017762,0.025044405
s06,6,Case,0.028714379,0.011746791,0,0.005220796,0,0.007831194,0.08636067,0.000870133,0,0.031324777,0.015009789,0.001522732,0,0.000870133,0.179464868,0.037198173,0.273004133,0,0.001087666,0,0.001087666,0.0006526,0.001305199,0,0.260169676,0.012399391,0,0.005655863,0.003262998,0.000435066,0.028496846,0,0.003698064,0.002610398
s06,7,Case,0.049921552,0.015689631,0.000570532,0.00713165,0.000285266,0.000713165,0.058051633,0,0.002139495,0.023534446,0.020967052,0,0,0.000570532,0.008985879,0.042932535,0.03893881,0,0,0,0,0.000285266,0.000713165,0,0.610754529,0.003423192,0.070603338,0.00713165,0.007416916,0,0.013692769,0,0.000855798,0.0146912
s06,8,Case,0.076114534,0.015222907,0,0.012323306,0.002537151,0.002899601,0.128307358,0.002899601,0.010148605,0.304458137,0.005436752,0,0,0.0007249,0.270387822,0.002899601,0.056904676,0,0,0,0,0.00036245,0.002537151,0,0.002899601,0.002174701,0,0.030445814,0.005074302,0.004349402,0.04385647,0,0.010148605,0.006886553
s06,9,Case,0.230706907,0.029572615,0.000607657,0.007089326,0.002025522,0.00749443,0.07980555,0,0.005266356,0.207615961,0.012760786,0,0,0.000405104,0.014786308,0.076159611,0.066842212,0,0,0,0,0,0.001215313,0,0.194044967,0.012760786,0,0.011342921,0.008102086,0.001822969,0.020052664,0,0.000405104,0.009114847
s06,10,Case,0.17398374,0.051335656,0.006504065,0.012311266,0.005342625,0.017653891,0.095934959,0,0.005342625,0.16097561,0,0.014866434,0,0,0.094541231,0.018815331,0.135656214,0.000464576,0,0,0.003716609,0,0.00232288,0,0.057607433,0.023461092,0.003716609,0.03786295,0.018815331,0.007897793,0.030662021,0.000232288,0.001626016,0.018350755
s06,11,Case,0.081932773,0.016206483,0.0007503,0.004201681,0.00060024,0.025360144,0.06287515,0.00105042,0.00270108,0.18727491,0.039465786,0.0022509,0,0.00195078,0.028061225,0.016656663,0.165216086,0,0.00045018,0,0.00015006,0.007653061,0.00105042,0,0.265606243,0.016656663,0.006902761,0.014105642,0.007953181,0.00135054,0.019807923,0.00045018,0.005102041,0.016206483
s06,12,Case,0.00862069,0.00530504,0,0.001657825,0,0.001657825,0.13229443,0,0,0.233753316,0.006962865,0,0,0,0.101790451,0.004973475,0.141246684,0,0,0,0.001657825,0,0.00066313,0,0.26061008,0.012931035,0,0,0,0,0.053050398,0.00132626,0.000331565,0.031167109
s07,1,Case,0.097300338,0.007733408,0.002109111,0.000984252,0.002952756,0.002530934,0.4034027,0,0.001968504,0,0.059055118,0.000140607,0.032480315,0.000703037,0.00056243,0.02727784,0.039229471,0.003655793,0.000281215,0.013779528,0.005624297,0,0.001124859,0,0.207395951,0.006186727,0.020388077,0.02784027,0.014623172,0.00056243,0.019403825,0,0,0.000703037
